Nº,Date,Time,League,Season,Home,Away,Round,HT_Goals_H,HT_Goals_A,FT_Goals_H,FT_Goals_A,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over8,FT_Odd_Under8,FT_Odd_Over8_Open,FT_Odd_Under8_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4,HT_Ball_Possession_H,HT_Ball_Possession_A,HT_Goal_Attempts_H,HT_Goal_Attempts_A,HT_Attacks_H,HT_Attacks_A,HT_Dangerous_Attacks_H,HT_Dangerous_Attacks_A,HT_Shots_on_Goal_H,HT_Shots_on_Goal_A,HT_Shots_off_Goal_H,HT_Shots_off_Goal_A,HT_Blocked_Shots_H,HT_Blocked_Shots_A,HT_Total_Passes_H,HT_Total_Passes_A,HT_Completed_Passes_H,HT_Completed_Passes_A,HT_Free_Kicks_A,HT_Free_Kicks_H,HT_Goal_Kicks_H,HT_Goal_Kicks_A,HT_Corner_Kicks_H,HT_Corner_Kicks_A,HT_Offsides_H,HT_Offsides_A,HT_Goalkeeper_Saves_H,HT_Goalkeeper_Saves_A,HT_Fouls_H,HT_Fouls_A,HT_Yellow_Cards_H,HT_Yellow_Cards_A,HT_Red_Cards_H,HT_Red_Cards_A,HT_Tackles_H,HT_Tackles_A,HT_Throwin_A,HT_Throwin_H,FT_Ball_Possession_H,FT_Ball_Possession_A,FT_Goal_Attempts_H,FT_Goal_Attempts_A,FT_Attacks_H,FT_Attacks_A,FT_Dangerous_Attacks_H,FT_Dangerous_Attacks_A,FT_Shots_on_Goal_H,FT_Shots_on_Goal_A,FT_Shots_off_Goal_H,FT_Shots_off_Goal_A,FT_Blocked_Shots_H,FT_Blocked_Shots_A,FT_Total_Passes_H,FT_Total_Passes_A,FT_Completed_Passes_H,FT_Completed_Passes_A,FT_Pass_Success_%_H,FT_Pass_Success_%_A,FT_Free_Kicks_A,FT_Free_Kicks_H,FT_Goal_Kicks_H,FT_Goal_Kicks_A,FT_Corner_Kicks_H,FT_Corner_Kicks_A,FT_Offsides_H,FT_Offsides_A,FT_Goalkeeper_Saves_H,FT_Goalkeeper_Saves_A,FT_Fouls_H,FT_Fouls_A,FT_Yellow_Cards_H,FT_Yellow_Cards_A,FT_Red_Cards_A,FT_Red_Cards_H,FT_Tackles_H,FT_Tackles_A,FT_Throwin_A,FT_Throwin_H
2507,2017-06-08,23:00,NORTH & CENTRAL AMERICA - WORLD CUP,2018,Mexico,Honduras,QUALIFICATION ,1,0,3,0,1.62,2.6,11.0,1.8,2.4,10.0,1.33,3.25,1.40,2.75,0.0,0.0,0,0,2.63,1.44,3.00,1.36,0.0,0.0,0,0,6.5,1.11,8.00,1.08,1.2,6.5,13.0,1.29,5.5,9.5,1.05,1.13,4.5,1.07,1.17,3.75,2.63,1.44,2.63,1.44,1.05,12.0,1.07,9.50,1.05,9.6,1.09,7.30,1.22,4.0,1.33,3.25,1.29,3.72,1.53,2.43,1.7,2.1,1.90,1.90,2.21,1.68,2.85,1.40,2.75,1.4,3.50,1.29,4.5,1.18,6.40,1.12,5.5,1.14,7.00,1.10,8.5,1.03,9.40,1.02,11.0,1.05,17.00,1.02,0.0,0.0,0,0,23.0,1.01,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.05,15.0,1.12,6.4,0.0,0.0,1.23,4.1,0.0,0.0,1.48,2.6,0.0,0.0,1.9,1.95,0.0,0.0,2.42,1.52,0.0,0.0,3.3,1.32,0.0,0.0,12.0,23.0,51.0,251.0,6.0,13.0,34.0,126.0,5.0,10.0,41.0,101.0,6.0,13.0,41.0,151.0,401.0,501.0,501.0,401.0,10.0,21.0,51.0,251.0,401.0,64,36,5,1,0,0,0,0,2,0,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,6,3,0,0,0,1,1,10,0,2,0.0,0.0,0,0,0,0,66,34,11,2,0,0,0,0,4,0,7,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,4,1,0,0,1,7,19,0,2,0,0,0,0,0,0
2508,2017-06-09,01:00,AUSTRALIA & OCEANIA - WORLD CUP,2018,Solomon Islands,Papua New Guinea,QUALIFICATION ,2,0,3,2,3.25,2.0,3.5,3.1,2.2,3.5,1.43,2.6,1.43,2.6,0.0,0.0,0,0,3.15,1.31,3.15,1.31,0.0,0.0,0,0,9.0,1.06,9.0,1.05,2.5,3.2,2.8,2.3,3.4,2.75,1.44,1.36,1.55,1.4,1.3,1.57,1.89,1.83,1.79,1.93,1.07,8.0,1.07,8.0,1.12,6.3,1.08,8.00,1.33,3.0,1.27,3.40,1.67,2.18,1.49,2.65,2.25,1.62,1.95,1.85,3.4,1.32,2.70,1.47,3.85,1.22,3.40,1.27,7.4,1.09,5.60,1.15,8.0,1.07,6.75,1.09,0.0,0.0,0,0,17.0,12.0,11.00,10.50,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.76,2.06,2.02,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.0,13.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,67.0,51.0,81.0,151.0,51.0,51.0,67.0,151.0,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Andorra,Hungary,QUALIFICATION,1,0,1,0,19.0,2.88,1.44,21.0,3.0,1.4,1.3,3.4,1.29,3.50,0.0,0.0,0,0,2.5,1.5,2.25,1.57,0.0,0.0,0,0,6.0,1.13,5.50,1.14,29.0,9.5,1.13,17.0,9.5,1.11,6.5,1.07,1.01,7.0,1.07,1.03,3.75,1.25,4.0,1.22,1.05,12.0,1.04,13.00,1.03,11.5,1.04,11.00,1.2,4.33,1.17,5.00,1.27,3.84,1.30,3.50,1.67,2.15,1.60,2.30,2.01,1.82,2.06,1.76,2.63,1.44,2.38,1.53,3.8,1.24,3.90,1.26,5.0,1.17,4.33,1.20,7.1,1.05,8.00,1.08,11.0,1.05,9.00,1.07,0.0,0.0,0,0,21.0,1.02,17.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,14.0,1.02,0.0,0.0,10.5,1.05,0.0,0.0,6.25,1.12,0.0,0.0,3.45,1.3,0.0,0.0,2.38,1.55,0.0,0.0,1.89,2.04,0.0,0.0,1.5,2.5,12.0,6.0,4.5,5.0,34.0,19.0,15.0,15.0,126.0,51.0,51.0,67.0,301.0,451.0,351.0,501.0,7.0,23.0,81.0,501.0,301.0,301.0,301.0,301.0,301.0,35,65,4,4,0,0,0,0,2,2,1,1,1,1,58,177,34.0,155.0,16,13,0.0,0.0,2,3,0,3,2,1,16,10,3,1,0.0,0.0,0,0,21,12,30,70,8,12,0,0,0,0,5,7,1,3,2,2,98,387,44.0,339.0,0.0,0.0,21,22,0.0,0.0,3,8,0,4,7,4,23,20,6,1,0,0,0,0,43,25
2510,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Belarus,Bulgaria,QUALIFICATION,1,0,2,1,3.5,1.83,3.75,3.25,2.0,3.6,1.62,2.2,1.50,2.50,0.0,0.0,0,0,4.0,1.22,3.40,1.30,0.0,0.0,0,0,13.0,1.04,10.00,1.06,2.7,3.1,3.0,2.6,3.0,2.88,1.4,1.38,1.48,1.42,1.4,1.53,2.25,1.57,1.95,1.8,1.13,6.0,1.10,7.50,1.13,5.6,1.11,6.40,1.62,2.2,1.40,2.75,2.0,1.83,1.68,2.18,2.88,1.4,2.30,1.60,4.7,1.2,3.40,1.32,6.5,1.11,4.33,1.20,10.5,1.03,7.40,1.09,15.0,1.03,10.00,1.06,18.0,1.01,15.00,1.01,26.0,1.01,21.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.85,2.08,2.15,1.68,1.55,2.38,3.3,1.32,1.27,3.55,5.5,1.15,1.12,6.4,6.8,1.1,1.08,8.5,13.0,1.04,1.03,16.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,34.0,5.5,6.0,12.0,34.0,11.0,11.0,21.0,51.0,26.0,29.0,41.0,101.0,81.0,81.0,126.0,351.0,67.0,67.0,126.0,351.0,501.0,47,53,6,6,0,0,0,0,3,2,2,3,1,1,133,186,96.0,162.0,9,11,0.0,0.0,2,2,0,4,2,2,9,8,0,2,0.0,0.0,0,0,12,13,38,62,9,20,0,0,0,0,4,8,4,7,1,5,241,450,181.0,408.0,0.0,0.0,24,12,0.0,0.0,5,7,0,4,7,2,24,9,3,2,0,0,0,0,23,23
2511,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Bosnia & Herzegovina,Greece,QUALIFICATION,0,0,0,0,2.38,2.0,6.0,2.63,1.95,5.5,1.53,2.38,1.57,2.25,0.0,0.0,0,0,3.5,1.29,3.75,1.25,0.0,0.0,0,0,11.0,1.05,13.00,1.04,1.73,3.6,6.0,1.91,3.1,4.5,1.14,1.29,2.15,1.2,1.38,1.91,2.25,1.57,2.25,1.57,1.1,7.0,1.11,6.50,1.09,6.7,1.11,6.40,1.44,2.63,1.50,2.50,1.74,2.27,1.68,2.18,2.4,1.53,2.60,1.48,3.6,1.3,3.40,1.32,4.5,1.18,5.50,1.14,7.9,1.06,7.40,1.09,11.0,1.05,13.00,1.04,17.0,1.01,15.00,1.01,23.0,1.01,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.24,3.9,1.45,2.67,1.19,4.5,1.98,1.95,1.12,6.4,2.67,1.45,1.03,16.0,3.8,1.25,0.0,0.0,6.25,1.12,0.0,0.0,9.5,1.06,0.0,0.0,7.0,11.0,29.0,67.0,5.0,6.5,19.0,51.0,6.5,9.0,21.0,67.0,12.0,17.0,41.0,101.0,301.0,201.0,251.0,501.0,29.0,41.0,67.0,201.0,401.0,47,53,7,6,0,0,0,0,3,0,3,4,1,2,117,191,94.0,165.0,11,8,0.0,0.0,6,6,1,0,0,3,10,8,1,2,0.0,0.0,0,0,8,18,51,49,12,10,0,0,0,0,6,0,4,5,2,5,352,328,298.0,283.0,0.0,0.0,19,12,0.0,0.0,10,6,1,0,0,6,18,11,4,3,0,0,0,0,23,28
2512,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Estonia,Belgium,QUALIFICATION,0,1,0,2,11.0,2.75,1.57,11.0,2.75,1.62,1.25,3.75,1.22,4.00,0.0,0.0,0,0,2.25,1.57,2.10,1.67,0.0,0.0,0,0,5.5,1.14,4.50,1.18,21.0,7.5,1.18,13.0,6.5,1.2,5.0,1.1,1.02,4.5,1.13,1.05,2.38,1.53,2.5,1.5,1.03,15.0,1.03,15.0,1.02,13.5,1.03,13.00,1.17,5.0,1.13,6.00,1.15,4.94,1.25,4.00,1.53,2.4,1.50,2.50,1.78,2.06,1.87,1.93,2.25,1.57,2.10,1.67,3.44,1.32,3.40,1.31,4.0,1.22,3.50,1.29,6.8,1.09,6.70,1.11,8.0,1.08,6.50,1.11,8.3,1.07,8.3,1.07,17.0,1.02,13.00,1.04,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,15.0,1.04,16.0,1.04,7.0,1.1,26.0,1.01,4.65,1.18,0.0,0.0,2.85,1.4,0.0,0.0,2.1,1.7,0.0,0.0,1.68,2.15,0.0,0.0,1.43,2.75,15.0,7.5,5.5,6.0,34.0,13.0,10.0,12.0,81.0,41.0,34.0,41.0,351.0,151.0,101.0,126.0,9.0,17.0,41.0,151.0,401.0,401.0,501.0,501.0,401.0,26,74,0,10,0,0,0,0,0,3,0,4,0,3,121,330,25.0,291.0,4,5,0.0,0.0,2,3,0,2,2,0,4,4,0,0,1.0,0.0,0,0,23,5,25,75,3,29,0,0,0,0,0,12,2,9,1,8,215,721,136.0,647.0,0.0,0.0,9,9,0.0,0.0,3,11,1,3,10,0,9,7,1,0,0,1,0,0,34,9
2513,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Faroe Islands,Switzerland,QUALIFICATION,0,1,0,2,12.0,2.75,1.53,12.0,2.5,1.67,1.29,3.5,1.36,3.00,0.0,0.0,0,0,2.25,1.57,2.75,1.40,0.0,0.0,0,0,5.5,1.14,8.00,1.08,21.0,7.5,1.18,12.0,5.5,1.25,5.0,1.1,1.02,4.0,1.17,1.06,2.5,1.5,3.0,1.36,1.04,13.0,1.07,9.00,1.04,11.0,1.03,12.00,1.18,4.5,1.29,3.50,1.22,4.4,1.27,3.80,1.57,2.35,1.95,1.85,1.87,1.95,1.96,1.84,2.5,1.5,3.40,1.30,3.4,1.29,3.70,1.28,4.33,1.2,6.50,1.11,6.5,1.06,7.30,1.09,9.0,1.07,15.00,1.03,0.0,0.0,0,0,19.0,1.02,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,15.0,1.02,0.0,0.0,7.0,1.1,0.0,0.0,4.5,1.19,0.0,0.0,3.0,1.38,0.0,0.0,2.2,1.65,0.0,0.0,1.7,2.1,0.0,0.0,1.43,2.75,13.0,7.0,5.5,6.0,34.0,13.0,10.0,12.0,81.0,41.0,34.0,41.0,351.0,151.0,126.0,126.0,9.0,17.0,51.0,201.0,401.0,401.0,401.0,401.0,401.0,26,74,0,16,0,0,0,0,0,5,0,7,0,4,75,358,49.0,324.0,9,3,0.0,0.0,0,4,0,1,4,0,2,2,1,0,0.0,0.0,0,0,15,13,30,70,3,22,0,0,0,0,0,6,3,11,0,5,258,729,191.0,646.0,0.0,0.0,11,5,0.0,0.0,0,7,0,1,4,0,12,4,2,0,0,0,0,0,29,20
2514,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Gibraltar,Cyprus,QUALIFICATION,1,1,1,2,11.0,2.88,1.53,10.0,2.75,1.62,1.25,3.75,1.25,3.75,0.0,0.0,0,0,2.2,1.62,2.2,1.62,0.0,0.0,0,0,5.0,1.17,5.0,1.17,19.0,8.0,1.18,11.0,6.5,1.22,5.0,1.09,1.02,4.33,1.13,1.06,2.38,1.53,2.5,1.5,1.03,15.0,1.03,15.0,1.03,13.0,1.03,12.00,1.17,5.0,1.14,5.50,1.18,5.0,1.27,3.80,1.5,2.5,1.53,2.40,1.85,2.11,1.96,1.84,2.25,1.57,2.25,1.57,3.34,1.3,3.70,1.28,4.0,1.22,3.75,1.25,6.3,1.07,7.30,1.09,8.0,1.08,8.0,1.08,0.0,0.0,0,0,17.0,1.02,15.00,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,13.5,1.02,0.0,0.0,7.0,1.1,0.0,0.0,4.65,1.18,0.0,0.0,3.0,1.38,0.0,0.0,2.15,1.68,0.0,0.0,1.7,2.1,0.0,0.0,1.45,2.67,15.0,7.5,5.5,6.0,29.0,15.0,10.0,12.0,67.0,41.0,34.0,41.0,301.0,126.0,101.0,126.0,9.0,17.0,41.0,151.0,301.0,451.0,501.0,451.0,301.0,38,62,7,4,0,0,0,0,4,1,2,2,1,1,127,282,87.0,252.0,9,5,0.0,0.0,2,3,0,2,0,3,8,3,1,1,0.0,0.0,0,0,8,15,37,63,12,9,0,0,0,0,4,3,7,5,1,1,251,530,177.0,460.0,0.0,0.0,18,11,0.0,0.0,3,7,3,5,1,3,14,6,3,3,0,0,0,0,18,27
2515,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Latvia,Portugal,QUALIFICATION,0,1,0,3,17.0,3.1,1.4,15.0,2.88,1.5,1.25,3.75,1.22,4.00,0.0,0.0,0,0,2.2,1.62,2.10,1.67,0.0,0.0,0,0,5.0,1.17,4.50,1.18,26.0,11.0,1.11,13.0,9.0,1.14,7.0,1.06,1.01,6.0,1.07,1.05,3.25,1.33,3.0,1.36,1.03,15.0,1.03,15.0,1.02,14.0,1.04,11.00,1.14,5.5,1.14,5.5,1.15,5.0,1.30,3.50,1.48,2.6,1.48,2.6,1.74,2.28,2.06,1.76,2.2,1.62,2.10,1.67,3.0,1.4,3.90,1.26,3.75,1.25,3.50,1.29,5.9,1.11,8.00,1.08,7.0,1.1,7.0,1.1,8.9,1.06,8.9,1.06,15.0,1.03,13.00,1.04,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,21.0,1.01,0.0,0.0,10.0,1.06,0.0,0.0,6.4,1.12,0.0,0.0,3.9,1.24,0.0,0.0,2.75,1.43,0.0,0.0,2.05,1.75,0.0,0.0,1.65,2.2,15.0,7.5,5.0,5.5,41.0,21.0,13.0,13.0,126.0,51.0,51.0,51.0,501.0,301.0,201.0,301.0,7.0,19.0,51.0,351.0,401.0,401.0,401.0,401.0,401.0,33,67,3,14,0,0,0,0,1,4,0,6,2,4,107,244,79.0,216.0,7,8,0.0,0.0,2,6,1,2,3,1,6,6,1,0,0.0,0.0,0,0,14,10,32,68,4,22,0,0,0,0,1,10,1,8,2,4,208,544,153.0,483.0,0.0,0.0,12,16,0.0,0.0,3,8,2,3,7,1,10,13,2,2,0,0,0,0,32,21
2516,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Netherlands,Luxembourg,QUALIFICATION,2,0,5,0,1.14,5.5,29.0,1.18,5.0,29.0,1.08,8.0,1.10,7.00,0.0,0.0,0,0,1.44,2.63,1.53,2.38,0.0,0.0,0,0,2.5,1.5,2.63,1.44,1.02,29.0,67.0,1.03,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.33,3.0,1.36,29.0,1.01,23.00,1.01,0.0,0.0,0,0,1.02,17.0,1.04,13.00,1.03,11.5,1.09,7.50,1.13,6.0,1.18,4.50,1.18,5.0,1.35,3.20,1.33,3.25,1.40,2.75,1.52,2.57,1.98,1.83,1.73,2.0,1.91,1.80,2.16,1.65,3.40,1.32,2.63,1.44,3.00,1.36,3.34,1.26,6.10,1.13,4.0,1.22,5.00,1.17,0.0,0.0,0,0,7.0,1.1,9.00,1.07,0.0,0.0,0,0,13.0,1.04,17.00,1.02,1.01,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,3.15,0.0,0.0,34.0,81.0,401.0,401.0,21.0,51.0,101.0,451.0,10.0,26.0,101.0,351.0,7.0,19.0,67.0,501.0,401.0,401.0,401.0,401.0,6.0,17.0,51.0,401.0,401.0,60,40,8,5,0,0,0,0,4,2,2,2,2,1,291,132,255.0,93.0,9,11,0.0,0.0,2,1,3,0,2,2,6,11,0,1,0.0,0.0,0,0,13,6,64,36,17,9,0,0,0,0,10,4,5,3,2,2,657,266,581.0,181.0,0.0,0.0,16,19,0.0,0.0,5,2,4,0,4,5,13,19,1,4,0,0,0,0,17,17
2517,2017-06-09,15:45,EUROPE - WORLD CUP,2018,Sweden,France,QUALIFICATION,1,1,2,1,5.5,2.1,2.4,4.75,2.1,2.5,1.44,2.63,1.44,2.63,0.0,0.0,0,0,3.25,1.33,3.25,1.33,0.0,0.0,0,0,9.0,1.07,9.0,1.07,5.25,3.6,1.8,4.5,3.4,1.83,2.05,1.29,1.18,2.0,1.33,1.2,2.0,1.75,2.0,1.75,1.08,8.5,1.08,8.00,1.02,11.5,1.07,8.50,1.36,3.0,1.36,3.0,1.47,2.73,1.46,2.75,2.1,1.7,2.15,1.67,2.8,1.45,2.60,1.50,3.75,1.25,4.00,1.22,5.9,1.11,5.30,1.16,8.0,1.08,9.00,1.07,10.5,1.04,11.00,1.04,19.0,1.02,19.0,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.55,1.27,4.15,1.22,2.5,1.5,6.4,1.12,1.88,2.05,14.0,1.04,1.45,2.67,22.0,1.02,1.25,3.8,0.0,0.0,1.12,6.25,0.0,0.0,1.09,9.0,8.5,6.0,7.5,13.0,12.0,6.5,8.5,15.0,26.0,17.0,17.0,29.0,51.0,41.0,51.0,67.0,29.0,34.0,51.0,126.0,201.0,126.0,151.0,251.0,501.0,51,49,3,6,0,0,0,0,1,1,2,3,0,2,248,217,217.0,197.0,5,6,0.0,0.0,1,1,2,0,0,0,3,6,0,0,0.0,0.0,0,0,6,12,44,56,8,15,0,0,0,0,4,6,3,7,1,2,381,489,313.0,440.0,0.0,0.0,10,12,0.0,0.0,2,6,3,0,5,2,7,12,0,1,0,0,0,0,16,23
2518,2017-06-10,13:00,EUROPE - WORLD CUP,2018,Azerbaijan,Northern Ireland,QUALIFICATION,0,0,0,1,4.33,1.83,3.4,4.0,1.95,3.1,1.67,2.1,1.57,2.25,0.0,0.0,0,0,4.33,1.2,3.75,1.25,0.0,0.0,0,0,15.0,1.03,13.00,1.04,3.4,3.0,2.5,3.4,3.0,2.3,1.55,1.4,1.33,1.62,1.4,1.33,2.25,1.57,2.1,1.67,1.14,5.5,1.11,6.50,1.16,4.8,1.19,4.8,1.62,2.2,1.50,2.50,2.2,1.69,2.04,1.77,3.1,1.36,2.60,1.48,4.54,1.21,4.50,1.20,6.5,1.11,5.50,1.14,10.5,1.03,10.5,1.04,15.0,1.03,13.00,1.04,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2.3,1.6,2.75,1.43,1.87,2.06,4.25,1.21,1.4,2.85,8.5,1.08,1.18,4.65,0.0,0.0,1.1,6.8,0.0,0.0,1.04,13.0,0.0,0.0,0.0,0.0,5.5,5.5,9.5,23.0,7.0,6.0,11.0,26.0,15.0,13.0,21.0,41.0,41.0,41.0,51.0,101.0,51.0,67.0,101.0,351.0,101.0,101.0,151.0,401.0,401.0,70,30,3,2,0,0,0,0,1,0,2,2,0,0,382,137,350.0,117.0,7,4,0.0,0.0,1,1,2,0,0,1,6,4,0,0,0.0,0.0,0,0,13,12,64,36,9,6,0,0,0,0,2,2,5,4,2,0,657,292,589.0,245.0,0.0,0.0,12,9,0.0,0.0,2,3,3,0,1,2,12,9,3,2,0,0,0,0,20,24
